L,p,N,succes,weight_m,weight_v,time_m,time_v,gbu_m,gbu_v,gbo_m,gbo_v,ufu_m,ufu_v,uff_m,uff_v,mac_m,mac_v,ctd_m,ctd_v
8,0.020000,105600.0,104398.0,25.66293437500001,5.048990468202126,0.01646696677083333,0.02585680301342286,3.726325729166667,1.556819416856749,55.70530625000001,14.129408938275489,28.954164583333334,7.446732657336225,5.105965416666671,5.688225017732078,0.0,0.0,4.592178125,5.38465738393916
8,0.021000,105600.0,104070.0,26.90346875,5.194808030850642,0.01605884583333333,0.022159221237598774,3.8949621875,1.606298599476459,58.746719791666706,14.716949372952032,30.621382291666663,7.742889413071418,5.8041667708333335,6.174659325992609,0.0,0.0,5.1790725,5.768661478236992
8,0.022000,105600.0,103572.0,28.216852083333343,5.282150666803591,0.016074268750000006,0.02262729264519256,4.080170416666669,1.6572873341229,62.016548958333324,15.427295434501016,32.42024583333335,8.002983944648657,6.6134087500000005,6.768657668446899,0.0,0.0,5.831590729166665,6.304267317846216
8,0.023000,105600.0,103050.0,29.43983020833334,5.395639566757755,0.016782042708333327,0.02248743149364777,4.264943645833334,1.7089218347434494,65.25986770833337,16.565318011888163,34.078464583333336,8.271585497407536,7.3234846875,7.313281278292684,0.0,0.0,6.588011145833334,6.991767267739286
8,0.024000,105600.0,102500.0,30.72333437500001,5.49220459450167,0.018238875,0.023579793544075824,4.445643958333334,1.7500976156022403,68.54488645833331,17.15591931503622,35.873445833333356,8.50271122607461,8.260984479166668,7.872829779633162,0.0,0.0,7.315397708333336,7.459937242797922
8,0.025000,105600.0,101710.0,31.920397916666655,5.620574625205202,0.019426050000000004,0.023860347268156955,4.627007395833334,1.797218290900535,71.77032395833338,18.096981169349323,37.53687604166667,8.825638895098288,9.124583020833338,8.418442862693718,0.0,0.0,8.116723333333335,8.01383558932663
8,0.025330,52800.0,50645.0,32.38816562500002,5.635868034349657,0.0038305828124999995,0.008760874348039143,4.700852604166668,1.8097312534466827,72.98117604166673,18.128501664531978,38.24106145833336,8.874371970873106,9.554186458333335,8.632842104738812,0.0,0.0,8.410833645833335,8.210195445783128
8,0.025670,52800.0,50596.0,32.82911041666667,5.68352351381382,0.0039115470833333355,0.009089773300543481,4.756117500000003,1.8207897181995254,74.18052916666669,18.865446146536232,38.84891874999999,8.98409236533976,9.86005583333333,8.889081037964006,0.0,0.0,8.716154583333331,8.554039527775652
8,0.026000,105600.0,100976.0,33.19289687500001,5.715611636325882,0.020461025000000004,0.02481929263936109,4.827784375000001,1.8331945027415713,75.13677812499999,18.720931140753937,39.344107291666646,8.99908433730906,10.144679270833334,9.000459902033093,0.0,0.0,8.993068854166673,8.630698240969117
8,0.026330,52800.0,50381.0,33.61706458333334,5.7606596710765645,0.003981457916666666,0.00898177625168119,4.888788020833335,1.8427017619712491,76.38628437499999,19.39823630887211,40.00532083333333,9.182958573705722,10.511572708333333,9.306313719192229,0.0,0.0,9.324034270833334,8.950409035130651
8,0.026670,52800.0,50078.0,34.046418750000015,5.776400356576314,0.004064187604166662,0.009284033580105166,4.9480868749999996,1.860742287670104,77.54941354166662,19.65548780054504,40.58407187499999,9.21094257290962,10.86997947916666,9.49324303424892,0.0,0.0,9.6354153125,9.176752662875936
8,0.027000,105600.0,100040.0,34.47312604166664,5.79229335660108,0.02145280729166668,0.02492302135980829,5.022253958333336,1.8752139065413151,78.73742708333337,19.881708188000793,41.217958333333335,9.301245363132937,11.271646875000002,9.684414084228655,0.0,0.0,9.964392500000002,9.333233749294438
