L,p,N,succes,weight_m,weight_v,time_m,time_v,gbu_m,gbu_v,gbo_m,gbo_v,ufu_m,ufu_v,uff_m,uff_v,mac_m,mac_v,ctd_m,ctd_v
8,0.097500,96000.0,71900.0,12.63327083333333,3.7739517727852885,0.0006423063101770831,0.00024474826967213877,3.8623333333333334,1.7922556411333204,22.14625,4.940903386729306,15.396989583333333,4.903379340182987,6.758895833333334,6.937266474116148,0.0,0.0,0.0,0.0
8,0.098000,96000.0,71419.0,12.69378125,3.7745048847269023,0.0006464793308854169,0.00023678261205140343,3.8803125,1.7888265443741975,22.230312500000018,4.943895563287285,15.45284375,4.911192441148376,6.803395833333333,6.973333027484884,0.0,0.0,0.0,0.0
8,0.098500,96000.0,70605.0,12.77459375,3.759861388282772,0.0006495294296041671,0.0002306401200785337,3.90465625,1.7899045380270509,22.338895833333332,4.904608653681173,15.552489583333333,4.8953903579419515,6.91725,7.026202114273042,0.0,0.0,0.0,0.0
8,0.099000,96000.0,70705.0,12.820364583333333,3.776864768539466,0.0006532956271770831,0.00024327250438287008,3.905854166666667,1.7801779049168232,22.421666666666667,4.922679117514893,15.637041666666667,4.919394269451938,6.9601875,7.050268680777215,0.0,0.0,0.0,0.0
8,0.099500,96000.0,70171.0,12.860604166666667,3.7626996104338537,0.0006558988932083334,0.000232825476974266,3.922645833333333,1.7770432242270784,22.493270833333334,4.903465566792035,15.6946875,4.917318921681937,6.98625,7.07174004080257,0.0,0.0,0.0,0.0
8,0.100000,96000.0,69857.0,12.91778125,3.7801335901260895,0.0006581732765416666,0.00023289704229168177,3.9295104166666666,1.7814781648007898,22.558249999999994,4.929423831078379,15.762458333333333,4.9305069478819,7.0754166666666665,7.124859162693948,0.0,0.0,0.0,0.0
8,0.100500,96000.0,69298.0,12.99465625,3.7966793815235196,0.00066295814628125,0.0002351769991069835,3.96246875,1.779262623684144,22.66525,4.919286015716993,15.8411875,4.935993560514456,7.1464791666666665,7.156494864352695,0.0,0.0,0.0,0.0
8,0.101000,96000.0,69119.0,13.039031249999997,3.781301637100434,0.0006634986347500004,0.00023825234765212496,3.9580104166666668,1.7803007414870684,22.726208333333332,4.904394555678004,15.905979166666667,4.920793385285882,7.235260416666667,7.1633328000124745,0.0,0.0,0.0,0.0
8,0.101500,96000.0,68755.0,13.112854166666667,3.7919565535101127,0.0006687706830104167,0.00023536405005495953,3.9761458333333333,1.777944814038129,22.843916666666665,4.8842762982996195,16.015447916666655,4.9295510927021216,7.290947916666667,7.200006000074434,0.0,0.0,0.0,0.0
16,0.097500,96000.0,72509.0,54.07142708333334,10.19104390126375,0.002896838097010416,0.0035820242498836147,8.783333333333335,2.4914835135083973,89.52581249999996,10.06654832679876,64.04766666666673,10.599419333781553,34.66539583333334,19.45547116924802,0.0,0.0,0.0,0.0
16,0.098000,96000.0,71989.0,54.30211458333334,10.209053183906748,0.0029162673763229153,0.0035787791128212678,8.819989583333328,2.491333019897267,89.80985416666668,10.039003202238074,64.33406249999999,10.592784095771314,35.12511458333332,19.49249142199702,0.0,0.0,0.0,0.0
