L,p,N,succes,weight_m,weight_v,time_m,time_v,gbu_m,gbu_v,gbo_m,gbo_v,ufu_m,ufu_v,uff_m,uff_v,mac_m,mac_v,ctd_m,ctd_v
8,0.025000,96000.0,90893.0,32.4043333333333,5.8982618750570985,0.002876181381770832,0.0009220383620869319,2.4928125,0.8603299373920539,62.593125,10.518642347354165,37.642531249999976,8.732807169529432,8.034406249999995,7.639572468880687,0.0,0.0,0.0,0.0
8,0.025500,96000.0,90469.0,33.07405208333331,5.965151634601851,0.0029560872662708335,0.0009339785556615734,2.50659375,0.8665266672068473,63.811625,10.570872140895233,38.57220833333332,8.86417022435154,8.435968750000004,7.8927598199312206,0.0,0.0,0.0,0.0
8,0.026000,96000.0,89904.0,33.719562499999995,6.0185148035885225,0.0030244776266458344,0.0009537488912210933,2.5358750000000003,0.8842831349925387,64.97133333333335,10.621834415106024,39.42825000000001,8.930744203357554,8.86597916666666,8.181646247830637,0.0,0.0,0.0,0.0
8,0.026500,96000.0,89506.0,34.33971874999998,6.0861840941296,0.0030929806277395825,0.0009760309616383181,2.5493333333333332,0.892164177784879,66.06527083333332,10.689765067837758,40.27816666666667,9.075174123047413,9.305947916666673,8.439785813893655,0.0,0.0,0.0,0.0
8,0.027000,96000.0,88696.0,34.99869791666667,6.143911882072139,0.003168370081489583,0.0010006373430255934,2.5767187500000004,0.9041554742444744,67.22737500000004,10.739871473986222,41.170927083333325,9.198039947887688,9.699739583333333,8.659326857621004,0.0,0.0,0.0,0.0
8,0.027500,96000.0,88201.0,35.6341458333333,6.209804900453289,0.003224676708989583,0.00099121932894352,2.59,0.9127877270228794,68.34237499999999,10.792096592812927,42.05777083333332,9.297469552494034,10.116572916666666,8.892521429332296,0.0,0.0,0.0,0.0
8,0.028000,96000.0,87422.0,36.30832291666666,6.27042505978198,0.0033023232559583303,0.001011926858423216,2.6100208333333326,0.9173747010717441,69.54735416666665,10.852887061733268,42.9740625,9.380874181047448,10.618781249999998,9.145514680587597,0.0,0.0,0.0,0.0
8,0.028500,96000.0,86897.0,36.99826041666666,6.371705401094686,0.0033679464925729175,0.0010134053134251576,2.629208333333333,0.925196055014937,70.73685416666663,10.964648117152437,43.92640624999998,9.548159658760506,11.104291666666667,9.484191821874196,0.0,0.0,0.0,0.0
8,0.029000,96000.0,86361.0,37.63608333333333,6.375834410601717,0.0034493361945312486,0.0010507627005586944,2.6457395833333353,0.9330711970336353,71.87435416666669,10.930857768552864,44.81386458333331,9.611521141864097,11.611864583333332,9.717113460766905,0.0,0.0,0.0,0.0
12,0.025000,96000.0,91345.0,116.50107291666667,11.430085741294068,0.01474343579801042,0.03694819565729345,3.251791666666666,0.990061604969664,224.52235416666667,20.08970867669629,143.23385416666662,17.899961421538034,38.570822916666664,20.088743988340923,0.0,0.0,0.0,0.0
12,0.025500,96000.0,90594.0,118.89176041666667,11.544235872709725,0.015122733454447923,0.03814899716469209,3.2929270833333333,0.9871034085009734,228.7566875,20.19814144384795,146.70061458333345,18.16586280794983,40.665979166666645,20.86118766910094,0.0,0.0,0.0,0.0
12,0.026000,96000.0,90024.0,121.23694791666667,11.721557396776758,0.015368914908822919,0.03767632745238195,3.3339791666666665,0.9836371426058275,232.833375,20.327257389215305,150.13527083333324,18.39571031320527,42.99255208333335,21.550133537015313,0.0,0.0,0.0,0.0
12,0.026500,96000.0,89099.0,123.72114583333334,11.840830904055455,0.01567833231211458,0.03745542668197232,3.371822916666666,0.9786596999685204,237.185375,20.445260030246,153.73369791666664,18.620591727660113,45.383010416666664,22.494130739829977,0.0,0.0,0.0,0.0
12,0.027000,96000.0,88187.0,125.9395,12.039101567857871,0.015997381681708327,0.038108996471752914,3.402562500000001,0.9749209895441489,241.068875,20.691735906354143,156.96096875000006,19.002850323231975,47.57026041666666,23.227744552673062,0.0,0.0,0.0,0.0
12,0.027500,96000.0,87352.0,128.43990624999998,12.059127225470197,0.016438568480895838,0.03781597362863671,3.4423229166666665,0.9672751267166588,245.37045833333335,20.52770313286358,160.61405208333332,19.023924999967488,50.09728125,24.051363804692446,0.0,0.0,0.0,0.0
12,0.028000,96000.0,86067.0,130.82761458333326,12.243628236933727,0.016685054035302082,0.037847137413355755,3.4728020833333337,0.9596852575122873,249.47875,20.75176620184741,164.12868749999987,19.363355411856734,52.69305208333332,24.739708771431527,0.0,0.0,0.0,0.0
12,0.028500,96000.0,84943.0,133.2155520833333,12.357075421034946,0.017533967301093755,0.04088066777756766,3.5097395833333334,0.9432493777479163,253.520375,20.754636301667404,167.62012499999997,19.50432346389999,55.27519791666667,25.621375521423428,0.0,0.0,0.0,0.0
12,0.029000,96000.0,83780.0,135.60480208333337,12.490722391733735,0.017921766559052064,0.04208424071558192,3.539739583333333,0.9430021805308006,257.5825208333334,20.82907665765101,171.1528541666666,19.704710315691006,57.87425,26.49474546969053,0.0,0.0,0.0,0.0
16,0.025000,96000.0,91659.0,285.1043437499999,18.117346388627144,0.04276503375326043,0.1204922320508544,3.85290625,0.8391899268598284,548.6852291666664,31.664579555785828,360.4147187500001,29.578343452207317,109.84098958333334,38.65110469442754,0.0,0.0,0.0,0.0
